Sample Name	Parameter Value[Extraction Method]	Extract Name	Labeled Extract Name	Protocol REF	Parameter Value[NMR tube type]	Term Source REF	Term Accession Number	Parameter Value[Solvent]	Term Source REF	Term Accession Number	Parameter Value[Sample pH]	Parameter Value[Temperature]	Unit	Term Source REF	Term Accession Number	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[NMR Probe]	Term Source REF	Term Accession Number	Parameter Value[Number of transients]	Parameter Value[Pulse sequence name]	Parameter Value[Magnetic field strength]	Unit	Term Source REF	Term Accession Number	Acquisition Parameter Data File	Protocol REF	NMR Assay Name	Free Induction Decay Data File	Protocol REF	Data Transformation Name	Normalization Name	Derived Spectral Data File	Protocol REF	Metabolite Assignment File
TACERA-base-urine-242	Extraction	TACERA-base-urine-242		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-242	FILES/RAW_DATA/TACERA-base-urine-242.zip	Data transformation	TACERA-base-urine-242	TACERA-base-urine-242		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-243	Extraction	TACERA-base-urine-243		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-243	FILES/RAW_DATA/TACERA-base-urine-243.zip	Data transformation	TACERA-base-urine-243	TACERA-base-urine-243		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-244	Extraction	TACERA-base-urine-244		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-244	FILES/RAW_DATA/TACERA-base-urine-244.zip	Data transformation	TACERA-base-urine-244	TACERA-base-urine-244		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-245	Extraction	TACERA-base-urine-245		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-245	FILES/RAW_DATA/TACERA-base-urine-245.zip	Data transformation	TACERA-base-urine-245	TACERA-base-urine-245		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-246	Extraction	TACERA-base-urine-246		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-246	FILES/RAW_DATA/TACERA-base-urine-246.zip	Data transformation	TACERA-base-urine-246	TACERA-base-urine-246		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-247	Extraction	TACERA-base-urine-247		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-247	FILES/RAW_DATA/TACERA-base-urine-247.zip	Data transformation	TACERA-base-urine-247	TACERA-base-urine-247		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-248	Extraction	TACERA-base-urine-248		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-248	FILES/RAW_DATA/TACERA-base-urine-248.zip	Data transformation	TACERA-base-urine-248	TACERA-base-urine-248		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-249	Extraction	TACERA-base-urine-249		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-249	FILES/RAW_DATA/TACERA-base-urine-249.zip	Data transformation	TACERA-base-urine-249	TACERA-base-urine-249		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-250	Extraction	TACERA-base-urine-250		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-250	FILES/RAW_DATA/TACERA-base-urine-250.zip	Data transformation	TACERA-base-urine-250	TACERA-base-urine-250		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-251	Extraction	TACERA-base-urine-251		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-251	FILES/RAW_DATA/TACERA-base-urine-251.zip	Data transformation	TACERA-base-urine-251	TACERA-base-urine-251		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-252	Extraction	TACERA-base-urine-252		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-252	FILES/RAW_DATA/TACERA-base-urine-252.zip	Data transformation	TACERA-base-urine-252	TACERA-base-urine-252		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-253	Extraction	TACERA-base-urine-253		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-253	FILES/RAW_DATA/TACERA-base-urine-253.zip	Data transformation	TACERA-base-urine-253	TACERA-base-urine-253		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-base-urine-254	Extraction	TACERA-base-urine-254		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-base-urine-254	FILES/RAW_DATA/TACERA-base-urine-254.zip	Data transformation	TACERA-base-urine-254	TACERA-base-urine-254		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-1	Extraction	TACERA-6m-urine-1		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-1	FILES/RAW_DATA/TACERA-6m-urine-1.zip	Data transformation	TACERA-6m-urine-1	TACERA-6m-urine-1		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-2	Extraction	TACERA-6m-urine-2		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-2	FILES/RAW_DATA/TACERA-6m-urine-2.zip	Data transformation	TACERA-6m-urine-2	TACERA-6m-urine-2		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-3	Extraction	TACERA-6m-urine-3		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-3	FILES/RAW_DATA/TACERA-6m-urine-3.zip	Data transformation	TACERA-6m-urine-3	TACERA-6m-urine-3		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-4	Extraction	TACERA-6m-urine-4		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-4	FILES/RAW_DATA/TACERA-6m-urine-4.zip	Data transformation	TACERA-6m-urine-4	TACERA-6m-urine-4		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-5	Extraction	TACERA-6m-urine-5		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-5	FILES/RAW_DATA/TACERA-6m-urine-5.zip	Data transformation	TACERA-6m-urine-5	TACERA-6m-urine-5		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-6	Extraction	TACERA-6m-urine-6		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-6	FILES/RAW_DATA/TACERA-6m-urine-6.zip	Data transformation	TACERA-6m-urine-6	TACERA-6m-urine-6		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-7	Extraction	TACERA-6m-urine-7		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-7	FILES/RAW_DATA/TACERA-6m-urine-7.zip	Data transformation	TACERA-6m-urine-7	TACERA-6m-urine-7		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-8	Extraction	TACERA-6m-urine-8		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-8	FILES/RAW_DATA/TACERA-6m-urine-8.zip	Data transformation	TACERA-6m-urine-8	TACERA-6m-urine-8		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-9	Extraction	TACERA-6m-urine-9		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-9	FILES/RAW_DATA/TACERA-6m-urine-9.zip	Data transformation	TACERA-6m-urine-9	TACERA-6m-urine-9		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-10	Extraction	TACERA-6m-urine-10		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-10	FILES/RAW_DATA/TACERA-6m-urine-10.zip	Data transformation	TACERA-6m-urine-10	TACERA-6m-urine-10		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-11	Extraction	TACERA-6m-urine-11		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-11	FILES/RAW_DATA/TACERA-6m-urine-11.zip	Data transformation	TACERA-6m-urine-11	TACERA-6m-urine-11		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-12	Extraction	TACERA-6m-urine-12		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-12	FILES/RAW_DATA/TACERA-6m-urine-12.zip	Data transformation	TACERA-6m-urine-12	TACERA-6m-urine-12		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-13	Extraction	TACERA-6m-urine-13		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-13	FILES/RAW_DATA/TACERA-6m-urine-13.zip	Data transformation	TACERA-6m-urine-13	TACERA-6m-urine-13		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-14	Extraction	TACERA-6m-urine-14		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-14	FILES/RAW_DATA/TACERA-6m-urine-14.zip	Data transformation	TACERA-6m-urine-14	TACERA-6m-urine-14		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-15	Extraction	TACERA-6m-urine-15		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-15	FILES/RAW_DATA/TACERA-6m-urine-15.zip	Data transformation	TACERA-6m-urine-15	TACERA-6m-urine-15		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-16	Extraction	TACERA-6m-urine-16		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-16	FILES/RAW_DATA/TACERA-6m-urine-16.zip	Data transformation	TACERA-6m-urine-16	TACERA-6m-urine-16		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-17	Extraction	TACERA-6m-urine-17		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-17	FILES/RAW_DATA/TACERA-6m-urine-17.zip	Data transformation	TACERA-6m-urine-17	TACERA-6m-urine-17		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-18	Extraction	TACERA-6m-urine-18		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-18	FILES/RAW_DATA/TACERA-6m-urine-18.zip	Data transformation	TACERA-6m-urine-18	TACERA-6m-urine-18		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-19	Extraction	TACERA-6m-urine-19		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-19	FILES/RAW_DATA/TACERA-6m-urine-19.zip	Data transformation	TACERA-6m-urine-19	TACERA-6m-urine-19		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-20	Extraction	TACERA-6m-urine-20		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-20	FILES/RAW_DATA/TACERA-6m-urine-20.zip	Data transformation	TACERA-6m-urine-20	TACERA-6m-urine-20		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
TACERA-6m-urine-21	Extraction	TACERA-6m-urine-21		NMR sample	1.7 mm standard			0.1 M phosphate buffered D2O/H2O			7	300	kelvin	UO	http://purl.obolibrary.org/obo/UO_0000012	hydrogen atom	CHEBI	http://purl.obolibrary.org/obo/CHEBI_49637	NMR spectroscopy	Bruker AVANCE DRX 600 MHz spectrometer			1.7 mm CPTCI 1H-13C/15N/D Z-GRD			128	1D NOESY with presaturation and spoil gradients (noesygppr1d)	14.1	tesla	UO	http://purl.obolibrary.org/obo/UO_0000228	FILES/acqus.txt	NMR assay	TACERA-6m-urine-21	FILES/RAW_DATA/TACERA-6m-urine-21.zip	Data transformation	TACERA-6m-urine-21	TACERA-6m-urine-21		Metabolite identification	m_MTBLS1497_Urine_NMR_metabolite_profiling_v2_maf.tsv
